Astronomy,0.0005740540787094717,1.0895071108251423e-06
Herbology,1.4933575122593606e-06,1.0915264048947888e-06
Charms,-0.00026956492809012073,1.0830564067198195e-06
Defense Against the Dark Arts,-5.944456331110104e-06,1.091526431534028e-06
Divination,4.578518060139848e-06,1.0915247699520212e-06
Ancient Runes,0.000454597670211943,1.0621231338938914e-06
Potions,4.95632942850115e-06,1.0915228038422663e-06
